question_id,teacher_key,student_answer,score,reasoning
335,"Mematikan keran air saat menyabuni tangan atau menyikat gigi, serta memperbaiki kebocoran pipa.",Mematikan keran air saat menyabuni tangan atau menyikat gigi.,75.0,"Jawaban benar untuk poin penghematan saat aktivitas, namun melewatkan poin penting mengenai perbaikan kebocoran pipa."
335,"Mematikan keran air saat menyabuni tangan atau menyikat gigi, serta memperbaiki kebocoran pipa.",Mematikan air pas lagi sabunan sama benerin pipa bocor.,80.0,Mencakup kedua poin utama dalam kunci jawaban. Penggunaan bahasa kurang formal namun secara substansi sudah cukup lengkap.
335,"Mematikan keran air saat menyabuni tangan atau menyikat gigi, serta memperbaiki kebocoran pipa.",Memperbaiki kebocoran pipa dan menghemat air saat mandi atau cuci muka.,65.0,"Poin perbaikan pipa disebutkan, namun poin penghematan saat menyabuni tangan/gigi kurang spesifik sesuai kunci."
335,"Mematikan keran air saat menyabuni tangan atau menyikat gigi, serta memperbaiki kebocoran pipa.",Selalu menutup kran air jika tidak digunakan dan memperbaiki saluran air yang rusak.,70.0,"Mencakup konsep dasar penghematan dan pemeliharaan. Namun, kurang spesifik mengenai momen 'menyabuni tangan atau menyikat gigi'."
335,"Mematikan keran air saat menyabuni tangan atau menyikat gigi, serta memperbaiki kebocoran pipa.",Mematikan keran air dan jangan biarkan air mengalir terus menerus saat tidak diperlukan.,60.0,Jawaban benar secara umum untuk penghematan air. Sayangnya tidak menyebutkan poin spesifik tentang pipa bocor dan momen menyabuni tangan.
335,"Mematikan keran air saat menyabuni tangan atau menyikat gigi, serta memperbaiki kebocoran pipa.",Membetulkan pipa yang rusak supaya air tidak terbuang.,50.0,Hanya menyebutkan salah satu poin yaitu perbaikan pipa. Poin mengenai perilaku mematikan keran saat aktivitas tidak disebutkan.
335,"Mematikan keran air saat menyabuni tangan atau menyikat gigi, serta memperbaiki kebocoran pipa.",Gunakan air secukupnya saja saat cuci tangan.,40.0,Jawaban terlalu umum dan hanya menyentuh sebagian kecil dari konsep perilaku hemat air. Poin pipa bocor terlewatkan.
335,"Mematikan keran air saat menyabuni tangan atau menyikat gigi, serta memperbaiki kebocoran pipa.",Mematikan keran kalau sudah selesai.,35.0,Hanya menyentuh konsep dasar mematikan keran. Tidak spesifik mengenai kondisi saat menyabuni atau adanya kebocoran pipa.
335,"Mematikan keran air saat menyabuni tangan atau menyikat gigi, serta memperbaiki kebocoran pipa.",Menghemat air setiap hari di rumah.,30.0,Jawaban sangat normatif dan tidak memberikan langkah konkret sesuai yang diminta dalam kunci jawaban.
335,"Mematikan keran air saat menyabuni tangan atau menyikat gigi, serta memperbaiki kebocoran pipa.",Jangan buang-buang air.,30.0,Hanya berisi imbauan umum. Tidak ada penjelasan mengenai cara spesifik seperti mematikan keran saat menyabuni atau memperbaiki pipa.
335,"Mematikan keran air saat menyabuni tangan atau menyikat gigi, serta memperbaiki kebocoran pipa.",Menanam pohon agar air banyak.,20.0,Jawaban tidak relevan dengan konteks penghematan air melalui keran dan pipa yang diminta dalam kunci jawaban.
335,"Mematikan keran air saat menyabuni tangan atau menyikat gigi, serta memperbaiki kebocoran pipa.",Tidak tahu jawabannya.,10.0,Siswa tidak memberikan jawaban yang berkaitan dengan materi. Skor diberikan minimal atas usaha pengisian.
335,"Mematikan keran air saat menyabuni tangan atau menyikat gigi, serta memperbaiki kebocoran pipa.",Air itu bersih.,15.0,Jawaban tidak nyambung dengan pertanyaan tentang cara menghemat air. Hanya menyebutkan sifat air.
335,"Mematikan keran air saat menyabuni tangan atau menyikat gigi, serta memperbaiki kebocoran pipa.",Mandi.,5.0,Hanya satu kata yang tidak menjelaskan tindakan penghematan apa pun. Tidak relevan dengan kunci jawaban.
335,"Mematikan keran air saat menyabuni tangan atau menyikat gigi, serta memperbaiki kebocoran pipa.",.....,0.0,Jawaban tidak mengandung kata atau makna yang bisa dinilai. Hanya berupa tanda baca.
335,"Mematikan keran air saat menyabuni tangan atau menyikat gigi, serta memperbaiki kebocoran pipa.",asdfghjkl,0.0,Jawaban tidak bermakna dan hanya berupa ketikan asal. Tidak ada poin yang bisa dinilai.
336,Pembakaran bahan bakar fosil melepaskan gas berbahaya seperti karbon monoksida dan karbon dioksida ke atmosfer.,Pembakaran bahan bakar fosil menghasilkan gas berbahaya seperti karbon monoksida dan karbon dioksida ke atmosfer.,100.0,"Jawaban ini sangat akurat dan mencakup semua poin kunci. Semua elemen dari subjek, proses, jenis gas, hingga dampaknya pada atmosfer disebutkan dengan sempurna."
336,Pembakaran bahan bakar fosil melepaskan gas berbahaya seperti karbon monoksida dan karbon dioksida ke atmosfer.,"Saat bahan bakar fosil dibakar, gas-gas beracun seperti CO dan CO2 dilepaskan ke udara.",95.0,"Jawaban sangat baik karena mencakup proses pembakaran dan jenis gas yang dilepaskan. Penggunaan simbol kimia CO dan CO2 dianggap benar, meski kata atmosfer diganti dengan udara."
336,Pembakaran bahan bakar fosil melepaskan gas berbahaya seperti karbon monoksida dan karbon dioksida ke atmosfer.,Emisi dari pembakaran fosil mengeluarkan zat berbahaya yakni karbon monoksida serta karbon dioksida ke lapisan atmosfer.,98.0,Jawaban mencakup semua kata kunci utama dengan struktur kalimat yang baik. Semua poin teknis mengenai jenis gas dan sumbernya disebutkan dengan lengkap.
336,Pembakaran bahan bakar fosil melepaskan gas berbahaya seperti karbon monoksida dan karbon dioksida ke atmosfer.,Pembakaran fosil melepaskan polutan berupa karbon monoksida dan karbon dioksida ke lingkungan atmosfer.,92.0,Poin-poin penting seperti pembakaran fosil dan nama-nama gas sudah ada. Sedikit variasi pada kata 'polutan' tetap dianggap benar dan relevan dengan kunci jawaban.
336,Pembakaran bahan bakar fosil melepaskan gas berbahaya seperti karbon monoksida dan karbon dioksida ke atmosfer.,Bahan bakar fosil menghasilkan gas karbon dioksida yang dilepaskan ke atmosfer.,75.0,"Jawaban benar mengenai sumber dan dampaknya ke atmosfer. Namun, poin mengenai gas karbon monoksida tidak disebutkan sehingga kurang lengkap."
336,Pembakaran bahan bakar fosil melepaskan gas berbahaya seperti karbon monoksida dan karbon dioksida ke atmosfer.,Pembakaran fosil melepaskan gas berbahaya ke lingkungan.,65.0,"Siswa memahami proses pembakaran bahan bakar fosil dan pelepasan gasnya. Namun, ia gagal menyebutkan secara spesifik jenis gas (CO dan CO2) yang diminta kunci jawaban."
336,Pembakaran bahan bakar fosil melepaskan gas berbahaya seperti karbon monoksida dan karbon dioksida ke atmosfer.,Karbon monoksida dan karbon dioksida dilepaskan saat terjadi pembakaran bahan bakar.,80.0,Jawaban menyebutkan jenis-jenis gas dengan tepat. Kekurangannya hanya tidak menyebutkan secara eksplisit bahwa gas tersebut dilepaskan ke 'atmosfer'.
336,Pembakaran bahan bakar fosil melepaskan gas berbahaya seperti karbon monoksida dan karbon dioksida ke atmosfer.,Gas berbahaya seperti CO2 berasal dari pembakaran bahan bakar fosil.,70.0,Konsep sumber energi dan salah satu jenis gas sudah benar. Kekurangannya adalah tidak menyebutkan karbon monoksida dan lokasi pelepasannya (atmosfer).
336,Pembakaran bahan bakar fosil melepaskan gas berbahaya seperti karbon monoksida dan karbon dioksida ke atmosfer.,Bahan bakar fosil dibakar dan mengeluarkan asap yang merusak udara.,60.0,"Jawaban menangkap konsep dasar pembakaran dan dampak lingkungan. Namun, istilah 'asap yang merusak' terlalu umum dan tidak menyebutkan nama gas kimia yang spesifik."
336,Pembakaran bahan bakar fosil melepaskan gas berbahaya seperti karbon monoksida dan karbon dioksida ke atmosfer.,Gas berbahaya di atmosfer.,35.0,Jawaban hanya menyentuh bagian akhir dari konsep kunci. Tidak ada penjelasan mengenai sumber (pembakaran fosil) maupun jenis gas yang dimaksud.
336,Pembakaran bahan bakar fosil melepaskan gas berbahaya seperti karbon monoksida dan karbon dioksida ke atmosfer.,Bahan bakar fosil dibakar.,40.0,Siswa hanya menyebutkan proses awalnya saja. Dampak berupa pelepasan gas berbahaya dan jenis gasnya tidak dijelaskan sama sekali.
336,Pembakaran bahan bakar fosil melepaskan gas berbahaya seperti karbon monoksida dan karbon dioksida ke atmosfer.,Karbon dioksida keluar dari mesin kendaraan.,30.0,Siswa memberikan contoh spesifik namun terlalu sempit. Tidak ada penyebutan bahan bakar fosil secara umum atau gas karbon monoksida.
336,Pembakaran bahan bakar fosil melepaskan gas berbahaya seperti karbon monoksida dan karbon dioksida ke atmosfer.,Polusi udara akibat proses pembakaran.,45.0,Jawaban mengandung inti masalah namun terlalu general. Nama bahan bakar dan nama gas-gas spesifik tidak disebutkan sesuai kunci jawaban.
336,Pembakaran bahan bakar fosil melepaskan gas berbahaya seperti karbon monoksida dan karbon dioksida ke atmosfer.,Melepaskan gas-gas ke langit.,32.0,Jawaban terlalu sederhana dan menggunakan bahasa non-ilmiah. Sumber gas dan jenis gasnya tidak diidentifikasi.
336,Pembakaran bahan bakar fosil melepaskan gas berbahaya seperti karbon monoksida dan karbon dioksida ke atmosfer.,Matahari panas.,10.0,Jawaban tidak relevan dengan pertanyaan mengenai emisi bahan bakar fosil. Tidak ada poin benar yang bersinggungan dengan kunci jawaban.
336,Pembakaran bahan bakar fosil melepaskan gas berbahaya seperti karbon monoksida dan karbon dioksida ke atmosfer.,Oksigen.,5.0,Jawaban salah total karena oksigen bukan gas berbahaya hasil pembakaran fosil yang dimaksud. Hanya terdiri dari satu kata yang tidak tepat.
336,Pembakaran bahan bakar fosil melepaskan gas berbahaya seperti karbon monoksida dan karbon dioksida ke atmosfer.,Pemanasan global.,25.0,"Jawaban menyebutkan dampak lanjutan, namun bukan itu yang ditanyakan. Siswa melewatkan seluruh poin tentang proses kimia dan jenis gasnya."
336,Pembakaran bahan bakar fosil melepaskan gas berbahaya seperti karbon monoksida dan karbon dioksida ke atmosfer.,Gas.,15.0,Jawaban terlalu singkat dan sangat umum. Tidak memberikan informasi yang berguna atau spesifik terkait kunci jawaban.
336,Pembakaran bahan bakar fosil melepaskan gas berbahaya seperti karbon monoksida dan karbon dioksida ke atmosfer.,asdfghjkl,0.0,Jawaban tidak bermakna dan hanya berupa rangkaian huruf acak. Tidak ada upaya menjawab soal.
336,Pembakaran bahan bakar fosil melepaskan gas berbahaya seperti karbon monoksida dan karbon dioksida ke atmosfer.,...,0.0,Jawaban kosong atau hanya berisi tanda baca. Tidak ada informasi yang diberikan sama sekali.
327,"Peningkatan suhu rata-rata atmosfer, laut, dan daratan bumi secara global.","Pemanasan global adalah fenomena meningkatnya temperatur rata-rata di atmosfer, permukaan tanah, dan perairan laut di seluruh dunia.",98.0,"Jawaban sangat lengkap dan mencakup semua poin kunci yaitu peningkatan suhu rata-rata di atmosfer, daratan, dan laut. Struktur kalimat sangat baik dan maknanya identik dengan kunci jawaban."
327,"Peningkatan suhu rata-rata atmosfer, laut, dan daratan bumi secara global.","Terjadinya peningkatan suhu rata-rata global pada atmosfer, laut, dan daratan bumi.",100.0,"Jawaban ini sempurna karena mengandung seluruh kata kunci dari kunci jawaban secara tepat. Semua elemen lokasi (atmosfer, laut, daratan) dan sifat kenaikannya (suhu rata-rata) disebutkan."
327,"Peningkatan suhu rata-rata atmosfer, laut, dan daratan bumi secara global.","Proses meningkatnya suhu rata-rata di daratan, laut, dan atmosfer bumi secara global.",97.0,Jawaban sangat bagus dan akurat dalam mendefinisikan objek yang mengalami kenaikan suhu. Urutan penyebutan lokasi sedikit berbeda namun tetap mencakup seluruh substansi kunci jawaban.
327,"Peningkatan suhu rata-rata atmosfer, laut, dan daratan bumi secara global.","Kenaikan suhu rata-rata pada lapisan udara, laut, serta daratan di bumi secara menyeluruh.",95.0,Siswa menggunakan sinonim yang tepat seperti 'lapisan udara' untuk atmosfer dan 'menyeluruh' untuk global. Poin utama mengenai peningkatan suhu rata-rata pada tiga elemen bumi terpenuhi dengan sangat baik.
327,"Peningkatan suhu rata-rata atmosfer, laut, dan daratan bumi secara global.",Kondisi dimana atmosfer dan daratan bumi mengalami kenaikan suhu secara global.,75.0,"Jawaban ini sudah benar dalam menyebutkan peningkatan suhu global di atmosfer dan daratan. Namun, siswa melewatkan poin mengenai peningkatan suhu di laut."
327,"Peningkatan suhu rata-rata atmosfer, laut, dan daratan bumi secara global.",Naiknya suhu bumi secara drastis pada atmosfer dan laut.,70.0,Jawaban menyebutkan peningkatan suhu pada dua elemen penting yaitu atmosfer dan laut. Poin yang kurang adalah penyebutan daratan dan penggunaan kata 'rata-rata' yang penting dalam definisi ilmiah ini.
327,"Peningkatan suhu rata-rata atmosfer, laut, dan daratan bumi secara global.",Meningkatnya panas di atmosfer dan permukaan laut di seluruh dunia.,68.0,"Siswa memahami konsep kenaikan panas secara global di atmosfer dan laut. Sayangnya, aspek daratan tidak disebutkan dan istilah 'suhu rata-rata' diganti dengan 'panas' yang kurang formal secara saintifik."
327,"Peningkatan suhu rata-rata atmosfer, laut, dan daratan bumi secara global.",Peningkatan panas matahari yang membuat suhu bumi naik di daratan dan laut.,65.0,"Jawaban mencakup kenaikan suhu di daratan dan laut secara umum. Namun, konsep peningkatan di atmosfer terlewatkan dan terdapat penambahan info penyebab (matahari) yang tidak diminta di definisi dasar."
327,"Peningkatan suhu rata-rata atmosfer, laut, dan daratan bumi secara global.",Suhu rata-rata bumi yang terus merangkak naik setiap tahunnya secara global.,60.0,"Jawaban menyebutkan poin 'suhu rata-rata' dan 'global', namun sangat kurang spesifik. Siswa tidak merinci bahwa kenaikan tersebut terjadi di atmosfer, laut, dan daratan."
327,"Peningkatan suhu rata-rata atmosfer, laut, dan daratan bumi secara global.",Bumi yang semakin panas dari waktu ke waktu secara menyeluruh.,50.0,"Jawaban ini terlalu umum dan menggunakan bahasa yang sangat kasual. Poin tentang atmosfer, laut, dan daratan sama sekali tidak disebutkan secara spesifik."
327,"Peningkatan suhu rata-rata atmosfer, laut, dan daratan bumi secara global.",Kondisi bumi yang mengalami perubahan suhu secara menyeluruh.,45.0,"Jawaban menyebutkan perubahan suhu global, namun tidak spesifik menyatakan bahwa perubahan tersebut adalah 'peningkatan'. Selain itu, lokasi spesifik seperti atmosfer, laut, dan darat tidak ada."
327,"Peningkatan suhu rata-rata atmosfer, laut, dan daratan bumi secara global.",Suhu udara yang naik karena polusi di seluruh dunia.,40.0,"Hanya menyentuh satu bagian kecil yaitu kenaikan suhu udara (atmosfer). Poin tentang laut dan daratan hilang, serta siswa malah fokus pada penyebab daripada definisi objeknya."
327,"Peningkatan suhu rata-rata atmosfer, laut, dan daratan bumi secara global.",Peningkatan temperatur di atmosfer saja.,35.0,"Jawaban terlalu sempit karena hanya membatasi fenomena pada atmosfer. Konsep kenaikan suhu di laut, daratan, dan sifat globalnya tidak tersampaikan dengan baik."
327,"Peningkatan suhu rata-rata atmosfer, laut, dan daratan bumi secara global.",Efek rumah kaca yang membuat laut jadi panas.,30.0,Siswa hanya menyebutkan kenaikan suhu di satu lokasi (laut) dan mencampurnya dengan istilah penyebab (efek rumah kaca). Definisi ini sangat tidak lengkap dibandingkan kunci jawaban.
